# Input: C:/Users/Yanyan/Documents/Visual Studio 2013/Projects/StressTransGraphVis/data/facebook_899/facebook_899.txt
# Nodes: 899    Edges: 7036
# Algoritm: Clauset-Newman-Moore
# Modularity: 0.214916
# Communities: 11
# NId CommunityId
398	1
68	1
204	1
185	1
239	1
526	1
99	1
130	1
203	1
219	1
304	1
307	1
22	1
184	1
24	1
254	1
272	1
296	1
401	1
421	1
329	1
456	1
26	1
155	1
339	1
464	1
167	1
263	1
94	1
29	1
516	1
36	1
150	1
50	1
41	1
234	1
349	1
42	1
169	1
215	1
240	1
362	1
369	1
49	1
175	1
52	1
256	1
377	1
512	1
56	1
418	1
325	1
222	1
505	1
132	1
173	1
178	1
180	1
225	1
247	1
273	1
313	1
337	1
413	1
475	1
156	1
182	1
70	1
449	1
73	1
123	1
134	1
76	1
77	1
192	1
533	1
492	1
95	1
359	1
179	1
429	1
490	1
295	1
105	1
117	1
315	1
111	1
129	1
267	1
276	1
137	1
141	1
143	1
433	1
146	1
147	1
157	1
186	1
270	1
348	1
499	1
174	1
242	1
389	1
500	1
188	1
187	1
502	1
227	1
197	1
454	1
212	1
216	1
224	1
463	1
468	1
286	1
298	1
326	1
343	1
371	1
534	1
379	1
431	1
520	1
541	1
557	1
560	1
563	1
568	1
572	1
581	1
586	1
590	1
610	1
614	1
617	1
623	1
630	1
631	1
637	1
639	1
642	1
643	1
653	1
654	1
655	1
658	1
662	1
664	1
674	1
675	1
677	1
678	1
682	1
702	1
703	1
705	1
706	1
708	1
719	1
721	1
733	1
739	1
742	1
747	1
753	1
763	1
769	1
770	1
782	1
783	1
786	1
790	1
792	1
817	1
820	1
821	1
823	1
825	1
828	1
833	1
834	1
837	1
841	1
845	1
854	1
856	1
860	1
862	1
885	1
888	1
897	1
80	2
282	2
4	2
7	2
471	2
199	2
547	2
20	2
55	2
439	2
88	2
248	2
34	2
210	2
39	2
40	2
425	2
338	2
518	2
317	2
154	2
540	2
60	2
62	2
65	2
521	2
411	2
459	2
226	2
268	2
482	2
402	2
365	2
214	2
309	2
358	2
159	2
264	2
249	2
257	2
428	2
281	2
383	2
397	2
539	2
436	2
455	2
504	2
510	2
495	2
493	2
552	2
554	2
562	2
570	2
582	2
585	2
589	2
594	2
597	2
621	2
628	2
636	2
660	2
665	2
679	2
688	2
689	2
695	2
704	2
711	2
712	2
714	2
723	2
731	2
735	2
736	2
745	2
751	2
800	2
803	2
810	2
816	2
819	2
830	2
831	2
832	2
839	2
840	2
848	2
855	2
881	2
886	2
891	2
892	2
158	3
236	3
238	3
283	3
285	3
292	3
301	3
2	3
51	3
61	3
119	3
311	3
364	3
437	3
528	3
31	3
115	3
195	3
201	3
351	3
114	3
354	3
340	3
9	3
67	3
10	3
30	3
168	3
14	3
58	3
45	3
78	3
93	3
74	3
193	3
120	3
163	3
422	3
409	3
113	3
121	3
265	3
291	3
321	3
346	3
149	3
33	3
37	3
332	3
394	3
233	3
237	3
488	3
85	3
373	3
230	3
404	3
450	3
451	3
530	3
252	3
410	3
419	3
485	3
549	3
344	3
497	3
489	3
64	3
189	3
232	3
381	3
536	3
300	3
246	3
435	3
139	3
84	3
328	3
202	3
217	3
97	3
310	3
140	3
308	3
103	3
524	3
287	3
496	3
546	3
148	3
501	3
355	3
405	3
417	3
347	3
183	3
382	3
319	3
399	3
327	3
333	3
330	3
306	3
427	3
368	3
551	3
342	3
345	3
350	3
470	3
519	3
393	3
375	3
484	3
408	3
412	3
416	3
438	3
466	3
467	3
478	3
480	3
509	3
535	3
564	3
565	3
573	3
574	3
583	3
593	3
596	3
598	3
603	3
608	3
611	3
615	3
618	3
620	3
626	3
632	3
635	3
640	3
641	3
645	3
647	3
649	3
650	3
652	3
659	3
666	3
668	3
669	3
671	3
673	3
676	3
690	3
691	3
692	3
693	3
696	3
697	3
699	3
700	3
707	3
709	3
717	3
724	3
725	3
728	3
729	3
730	3
737	3
740	3
748	3
749	3
750	3
752	3
756	3
758	3
759	3
765	3
767	3
772	3
773	3
774	3
775	3
776	3
777	3
784	3
785	3
793	3
794	3
795	3
799	3
804	3
805	3
808	3
809	3
811	3
813	3
814	3
815	3
826	3
827	3
838	3
842	3
844	3
846	3
849	3
850	3
851	3
853	3
857	3
861	3
865	3
869	3
870	3
875	3
876	3
882	3
884	3
893	3
896	3
898	3
370	4
452	4
235	4
102	4
48	4
384	4
545	4
25	4
297	4
395	4
522	4
161	4
303	4
46	4
200	4
503	4
89	4
243	4
110	4
221	4
335	4
531	4
128	4
211	4
279	4
320	4
507	4
515	4
544	4
571	4
578	4
613	4
680	4
681	4
685	4
727	4
734	4
738	4
779	4
780	4
798	4
835	4
836	4
859	4
867	4
871	4
874	4
878	4
887	4
244	5
28	5
494	5
548	5
550	5
683	5
694	5
812	5
883	5
529	6
125	6
360	6
378	6
250	6
380	6
446	6
517	6
513	6
537	6
556	6
577	6
672	6
720	6
760	6
761	6
768	6
771	6
847	6
890	6
209	7
213	7
576	7
543	8
79	8
269	8
420	8
600	8
698	8
796	8
352	9
661	9
754	9
367	10
506	10
444	10
443	10
423	10
575	10
580	10
686	10
787	10
